parameter-bott,parameter-cbbotr,parameter-cbheight,parameter-cbotr,parameter-cbtopr,parameter-cheight,parameter-ctopr,parameter-pitch,parameter-silvert,parameter-topt,value-EMI_SE,value_stddev-EMI_SE,value-Transmission,value_stddev-Transmission,failed,created,id
75.93646803,97.46153343,2.70853862,46.06507519,97.5437296,688.5965299,9.874659849,195.1173154,12.7501844,35.90277128,43.828,,0.644374,,FALSE,1650039307,34566266
34.69571106,31.6363852,1000,68.26970586,133.0011238,979.0052952,44.89647741,266.0156821,2.014504669,37.64668086,31.2759,,0.922593,,FALSE,1650039251,34566259
30.91730728,72.93086035,96.66866078,34.41886779,72.93086095,910.2754671,19.55576003,313.1972847,17.97977803,41.10044929,46.639,,0.702806,,FALSE,1650039213,34566258
30.32127974,69.0370263,93.54014808,34.06556163,69.05405457,961.4156673,19.58661493,307.8705721,17.96748953,41.00474856,46.639,,0.707692,,FALSE,1650039098,34566255
50.34752533,19.66323411,1000,33.37094372,36.70425496,826.7241541,26.13663105,217.111934,12.71635021,24.71499519,43.828,,0.760607,,FALSE,1650038999,34566202
48.8198824,11.31511993,1000,33.29935991,33.81592888,799.6926275,26.78412451,216.0138705,12.72894105,24.92074904,43.828,,0.777043,,FALSE,1650038936,34566165
70.57837056,5.833051139,994.3762139,51.10582427,143.3693842,647.9990446,51.10271184,307.9192895,1,67.8802951,22.1953,,0.867475,,FALSE,1650038864,34566122
58.59982322,0,911.4411978,96.71019257,103.1253776,350.4168752,60.33669233,242.4652754,2.332222256,57.55216058,31.2759,,0.882956,,FALSE,1650038834,34566093
33.04539337,37.15855436,1000,87.14318843,89.01026845,927.7168508,37.3587165,179.9552329,1,36.65151794,22.1953,,0.98044,,FALSE,1650038733,34566028
34.32010685,27.09605179,0,25.37550517,27.09781293,76.00341893,21.45375769,208.9173328,16.91175063,42.7215562,46.1449,,0.81315,,FALSE,1650038695,34565999
30.65038069,76.48204862,45.30382128,37.74995906,77.47440802,885.0744651,19.49320963,300.5053378,17.44602332,36.37889357,46.639,,0.772457,,FALSE,1650038647,34565962
35.97533156,40.8981831,0.091509293,70.11790396,40.8981831,566.0706233,22.60907554,296.386682,16.94117244,41.75444044,46.1449,,0.750795,,FALSE,1650038546,34565867
57.58293921,59.11642031,997.4563051,94.17853044,127.8925408,994.4387728,44.92351512,256.1634537,1,25.89331016,22.1953,,0.933705,,FALSE,1650038411,34565806
54.97438602,9.833375615,1000,101.3577041,162.8378426,897.2163716,37.43369095,325.6992659,1,59.37470653,22.1953,,0.859046,,FALSE,1650038397,34565776
25.25671834,9.993483561,999.0134472,113.5607998,139.3398785,991.0575975,47.40225833,290.6934351,2.686652954,27.39813733,31.2759,,0.921508,,FALSE,1650038363,34565751
69.40275546,51.22528308,984.9228218,57.41552349,51.22528308,444.2964497,18.68661148,151.2564656,11.8700587,48.30495233,43.1374,,0.70813,,FALSE,1650038316,34565719
29.10052994,12.72921126,0.072904653,23.18126088,12.73944207,502.6031685,23.18034314,248.4618176,11.42402235,45.18973985,43.1374,,0.835956,,FALSE,1650038257,34565648
53.63765878,79.84615649,0.045307794,57.45501888,79.85556177,998.2066764,9.895274661,194.0534114,8.472817846,45.13761801,40.6588,,0.868219,,FALSE,1650038183,34565605
49.88153433,0,992.0317962,22.8193765,26.88960792,670.7455598,22.80028635,134.475774,13.46795498,45.05328327,44.4677,,0.841581,,FALSE,1650038124,34565557
38.8453535,0,0,23.22684629,48.94644036,34.76213495,23.21932225,183.1522711,14.75271827,48.73363845,45.0635,,0.856351,,FALSE,1650038082,34565539
29.23337657,44.5235616,72.97077691,42.16456328,44.52356219,946.9393292,20.56947748,303.9457412,18.33870335,36.87552619,47.1065,,0.716333,,FALSE,1650038054,34565520
42.4616429,0.013447309,993.1437244,28.65393431,22.66037518,999.939793,28.65393431,57.30786862,1.000062473,21.99871895,27.8719,,0.88371,,FALSE,1650037939,34565452
23.4750838,21.47987124,65.10022747,20.82363704,37.45593617,513.3552273,20.71119488,140.0777962,16.293457,43.46742411,46.1449,,0.744441,,FALSE,1650037902,34565421
31.68595159,32.90055122,27.57651816,39.39916445,34.12452229,782.4712318,20.85792007,290.3711159,17.73781651,38.23807542,46.639,,0.776326,,FALSE,1650037869,34565395
42.8109033,0,1000,107.1254125,97.77542964,998.6443818,46.9244742,216.9173557,1.481903394,26.53405311,27.8719,,0.951799,,FALSE,1650037760,34565318
58.66815963,0,1000,87.89266484,93.95307886,1000,27.31576665,188.1531762,1,0,22.1953,,0.964977,,FALSE,1650037730,34565292
55.41225615,0,742.1879419,27.23470832,47.41458869,841.175409,25.14758421,239.9271104,14.94002951,26.62350471,45.0635,,0.703233,,FALSE,1650037683,34565270
33.52229335,0,1000,79.50680672,83.20895634,1000,30.30710123,167.0998553,1,8.410517561,22.1953,,0.971075,,FALSE,1650037607,34565215
29.56803142,0,185.0789303,63.93315506,49.56642037,465.9644222,23.15482368,180.3866831,15.77174857,44.0372825,45.621,,0.741721,,FALSE,1650037570,34565193
47.71633138,62.90270615,92.13673212,17.59688649,62.90331525,228.401698,17.59687866,302.5730209,15.48390422,52.79232671,45.621,,0.736775,,FALSE,1650037523,34565157
37.34264525,35.97938242,1000,96.04083186,95.84577925,1000,43.88797249,193.7446428,1.126556243,38.80540973,27.8719,,0.96988,,FALSE,1650037397,34565110
38.61160458,14.49443679,1000,103.1417799,102.4227847,998.1308929,43.92699122,209.0129767,1.099450071,41.31161228,27.8719,,0.958132,,FALSE,1650037379,34565095
64.45620494,0.134462687,509.3546358,26.53337213,24.78678818,821.5961676,26.53167617,53.45130551,1,0,22.1953,,0.883009,,FALSE,1650037342,34565071
33.6566009,75.22371529,942.3257454,42.16541648,79.49909733,985.5752008,40.67483485,159.0281603,1,32.63198131,22.1953,,0.916435,,FALSE,1650037301,34565053
41.41842894,0,37.44150654,50.95041949,8.981202659,293.7843643,24.83817183,309.2563352,15.72849039,50.17578939,45.621,,0.78785,,FALSE,1650037266,34565028
53.68760744,0,3.538686958,43.83918176,0,264.884314,19.96669183,377.5024955,16.78354033,39.3863195,46.1449,,0.745759,,FALSE,1650037133,34564950
24.2843959,0.42149946,518.9817124,85.14669514,0.962260538,505.6533802,20.49693825,170.3205212,1,0.901083048,22.1953,,0.884425,,FALSE,1650037009,34564846
38.95316539,14.35128055,997.4982717,32.41240597,31.59576863,997.4983287,32.09794172,64.85112398,1,36.02287851,22.1953,,0.906846,,FALSE,1650036972,34564819
60.71940668,50.36416919,174.7876756,106.0314985,50.36417265,690.5887862,20.97309604,212.0630093,5.6726399,20.20877177,37.1771,,0.846252,,FALSE,1650036930,34564793
38.23246555,0,0,42.934874,42.63304026,534.1227196,23.14818464,204.735279,16.05182171,44.91903785,46.1449,,0.804367,,FALSE,1650036891,34564767
10.20628271,0,947.1853149,77.27268997,41.7639654,331.1832006,22.16286717,154.5990567,2.237112784,4.170362794,31.2759,,0.926131,,FALSE,1650036835,34564729
20.52189482,0,981.4352492,79.3258623,68.99433715,421.9332927,21.59114156,158.7190749,2.041884289,7.33768836,31.2759,,0.962813,,FALSE,1650036802,34564701
15.99552502,0.136415611,919.0403251,38.30598305,31.12340133,618.8324856,30.40449156,76.64120454,3.178519161,0,33.7152,,0.916914,,FALSE,1650036764,34564659
38.06977115,125.688966,991.42062,125.6971649,125.7836778,895.9961864,15.63530915,251.5742678,1.225748141,51.4403395,27.8719,,0.914254,,FALSE,1650036727,34564634
46.70955059,41.26530668,508.6542805,23.24949424,41.26801753,461.2606897,23.24879385,218.1697196,16.82170212,46.42858491,46.1449,,0.772529,,FALSE,1650036690,34564609
45.2370338,0,0,48.5725868,0,333.2536306,21.78841116,291.843934,17.22239312,44.38030007,46.639,,0.76133,,FALSE,1650036601,34564564
34.65060945,43.93635292,770.4397617,26.05795361,45.2131083,546.2422078,25.15062125,92.51357169,2.212648454,0,31.2759,,0.859054,,FALSE,1650036514,34564502
29.49285614,28.59318602,996.5264397,49.5733376,29.69209894,535.202352,14.71329485,99.16215563,1.005360809,39.99901337,27.8719,,0.932711,,FALSE,1650036480,34564476
20.94191798,14.68013935,1000,68.40930857,72.32725739,735.8959683,23.08886873,145.7394946,1.609395512,0,27.8719,,0.963459,,FALSE,1650036444,34564451
74.41713004,98.46371411,463.7603114,67.36497102,98.54070126,572.4129952,4.832635257,197.1083069,1.056636721,32.25653685,27.8719,,0.946089,,FALSE,1650036372,34564434
25.46801357,0.330709793,928.9606643,65.02172478,66.83017658,515.4910848,26.86431787,133.6664209,1.154724281,0,27.8719,,0.964808,,FALSE,1650036354,34564419
80.85748728,64.87001213,995.7745541,75.11217591,79.15709505,573.8282808,75.11217315,158.3142008,1.255828533,47.2878198,27.8719,,0.911911,,FALSE,1650036326,34564396
68.48570778,84.72886558,999.9128218,79.50107699,100.1626689,336.7026396,54.66469059,200.3253378,3.248517917,70.74755503,33.7152,,0.869886,,FALSE,1650036289,34564371
51.00976936,10.98600536,110.6782216,28.89651318,10.98600556,343.3736973,24.67377684,228.5075418,16.94485908,52.4830708,46.1449,,0.720976,,FALSE,1650036249,34564341
44.64223134,23.04900775,0.894096532,22.58982444,54.13055609,366.6886443,22.58982444,268.1395145,15.99141171,47.07960991,45.621,,0.818688,,FALSE,1650036165,34564274
47.77505471,27.91604273,535.5072772,90.134083,90.06265891,717.4865534,11.55635136,180.2968356,2.217770489,38.95723014,31.2759,,0.959949,,FALSE,1650036065,34564216
69.67881786,52.13965494,993.2996751,52.1095477,52.14935637,977.4338715,8.420663194,104.3086679,1.40402214,31.99177568,27.8719,,0.955578,,FALSE,1650036002,34564182
42.77938844,0,641.3898594,33.19224988,23.51976143,916.80874,24.76383253,242.3239709,14.50049337,27.0582086,45.0635,,0.798771,,FALSE,1650035985,34564151
44.25064206,25.56109068,185.3162836,23.26989894,25.56109068,420.4268269,23.26989894,233.2215046,17.04442767,47.20664112,46.639,,0.762193,,FALSE,1650035899,34564073
35.32984296,33.68889687,0,30.82410671,33.73667946,949.2478673,12.02739628,208.0796877,9.357818918,43.1868915,41.5659,,0.885178,,FALSE,1650035813,34564001
46.65484334,44.71258433,354.2901218,98.19210684,44.71258433,862.5009651,23.36724172,245.7546308,11.4259176,42.58959491,43.1374,,0.808842,,FALSE,1650035761,34563972
44.27793459,48.55929262,99.52896927,23.61902081,69.32898708,403.256347,23.61894251,244.6077951,17.02413181,47.066446,46.639,,0.715465,,FALSE,1650035653,34563907
42.39567592,1.753442326,1000,54.65119822,45.95214378,940.557399,23.16455875,245.888517,14.98582303,34.86896562,45.0635,,0.801659,,FALSE,1650035578,34563827
40.79213265,119.3209474,118.9221744,98.31364876,119.3209474,399.1409908,21.21631199,238.6418977,13.55636962,47.75905044,44.4677,,0.659299,,FALSE,1650035480,34563768
37.4334755,44.84182381,999.8205502,20.90511585,44.88218622,698.9793372,20.90474952,233.3336266,13.60650426,38.49488964,44.4677,,0.864513,,FALSE,1650035454,34563743
41.06801266,58.68997908,676.3767331,58.69019016,58.69004835,464.4712468,5.327988452,117.3803805,1.126568617,44.76327408,27.8719,,0.965798,,FALSE,1650035372,34563670
93.28040162,0,862.3100467,16.84119011,107.869861,475.6312391,9.398804538,215.7655211,2.254828873,27.70794196,31.2759,,0.906308,,FALSE,1650035314,34563649
30.26203714,25.27624786,500.6724325,25.27625039,25.27625097,543.2492788,7.934017699,50.55254884,1.420018924,50.20304067,27.8719,,0.951555,,FALSE,1650035301,34563632
48.3652163,56.63750185,779.5974542,69.12949883,93.58756618,262.4311417,20.75094345,189.642059,14.4274461,47.70754846,45.0635,,0.671941,,FALSE,1650035265,34563609
57.40247596,2.457270489,941.0989696,60.97796632,78.77197021,0,18.06387776,192.4909356,15.50493906,46.12046863,45.621,,0.700002,,FALSE,1650035225,34563584
34.66671265,79.91410501,0,70.24426061,80.22332057,998.1131208,6.486083704,164.899636,1,47.24809935,22.1953,,0.865399,,FALSE,1650035172,34563540
9.44879373,13.15508839,0,99.55599599,13.99659165,668.671939,10.00217644,222.0513746,5.907938425,74.72488594,37.1771,,0.743064,,FALSE,1650035132,34563519
56.17804249,14.56749078,991.7885749,101.4692663,15.85168865,247.8377224,18.52786185,202.9439833,5.390701769,66.36515653,37.1771,,0.821386,,FALSE,1650035085,34563498
49.22134124,0.105956031,475.3423166,72.29965199,72.28151897,694.0326252,11.37452984,144.6024183,14.31279292,38.06729983,45.0635,,0.645357,,FALSE,1650035058,34563477
46.09600552,29.69720851,0,54.60036549,71.62778812,976.4258501,26.34925003,145.0942361,5.825862352,4.170729625,37.1771,,0.785806,,FALSE,1650035021,34563450
49.59137691,53.63368048,872.0359739,69.63297673,61.21265902,283.285571,19.22772345,177.9078742,14.88440656,47.61981671,45.0635,,0.704396,,FALSE,1650034961,34563401
11.67959003,0.083126219,168.9608171,106.043578,0.123288821,452.5728711,11.81850993,212.0924396,3.447472277,64.35897163,33.7152,,0.813224,,FALSE,1650034901,34563375
73.10799353,81.3575649,377.4216011,24.18206909,109.8271211,719.726087,10.90806965,219.6542917,3.178934733,37.49000933,33.7152,,0.927867,,FALSE,1650034863,34563362
41.90157665,0,843.7591546,103.1741927,146.218848,821.5075821,28.62294149,292.4438061,3.524091535,68.66357368,33.7152,,0.823634,,FALSE,1650034815,34563333
52.47443206,67.03157424,836.5114053,54.3906026,67.03162493,534.6023064,8.671022712,188.3541574,1.648770575,51.6286463,27.8719,,0.944528,,FALSE,1650034777,34563301
34.52182156,116.0977373,905.9693491,22.39091567,116.0977373,626.0056118,19.05202709,232.1954746,14.36460093,38.66746052,45.0635,,0.750326,,FALSE,1650034724,34563279
40.51191315,113.9409241,928.7679496,55.19006322,113.9558759,637.8060358,19.7880323,227.9124588,12.64711744,39.0387108,43.828,,0.771647,,FALSE,1650034686,34563258
36.61378343,110.860187,925.1596541,35.92326093,110.860187,634.585361,19.43446583,221.7203739,12.74913034,38.74451293,43.828,,0.784201,,FALSE,1650034648,34563238
41.85822331,9.48263835,35.3168848,58.54967849,58.54960748,821.2644584,10.63848971,117.0994049,3.994530074,44.02695871,33.7152,,0.918563,,FALSE,1650034589,34563220
39.5030463,81.90343,3.40158429,60.42929357,102.6663848,850.2956068,11.34759623,205.7101591,13.60987509,37.0803194,44.4677,,0.840795,,FALSE,1650034577,34563177
45.94059274,85.97938656,147.5565482,110.9057095,85.98904475,1000,19.67528397,260.3182631,1.435003219,73.25946394,27.8719,,0.914253,,FALSE,1650034521,34563144
32.55090619,20.48722589,0.22628063,92.65411035,20.48722589,533.7113813,14.28414552,185.3082207,5.658700756,59.47141735,37.1771,,0.90995,,FALSE,1650034401,34563067
73.60564195,98.40808335,185.0434459,94.48223258,98.4252306,581.556689,0,205.5066775,1,42.83264718,22.1953,,0.93252,,FALSE,1650034353,34563044
63.49710215,87.09618848,940.9933704,63.24616594,89.05224008,309.5936085,6.909695649,178.1229939,1,38.86735545,22.1953,,0.94601,,FALSE,1650034321,34563010
48.32760532,0,631.2068698,11.19166614,76.03736793,894.9570045,11.18642324,154.3118789,1,41.97937125,22.1953,,0.904687,,FALSE,1650034274,34562975
43.44087177,88.25923641,0.128165816,41.00783654,88.25923641,326.9648279,24.86479023,226.5461733,14.15027355,49.33881304,45.0635,,0.816364,,FALSE,1650034245,34562944
64.44478646,23.93621907,966.4847978,58.38656736,103.6260886,1.475395144,14.56050296,207.2587192,14.90697262,49.2205352,45.0635,,0.703814,,FALSE,1650034155,34562889
64.09023326,12.01924636,992.0385635,62.1022219,102.9305688,0,14.78526094,205.8672054,14.8426688,48.83847784,45.0635,,0.708669,,FALSE,1650034121,34562864
26.50569764,15.60512983,992.1413157,125.7670747,15.62490234,818.6746043,15.97997532,251.5572469,1,75.8926126,22.1953,,0.869044,,FALSE,1650034083,34562832
42.74357642,0.266672141,375.9445334,90.8773959,118.9719103,834.094141,9.223731682,237.9438207,14.22848523,41.31937612,45.0635,,0.618448,,FALSE,1650034052,34562794
70.49779803,108.9544687,333.809671,110.6667884,110.6377058,626.2549822,0,221.3432124,5.625834048,51.57381928,37.1771,,0.796052,,FALSE,1650034012,34562771
43.07571048,0,0,79.91621965,94.88579556,816.7602285,9.860961427,189.788491,12.56850266,39.9295895,43.828,,0.828969,,FALSE,1650033974,34562740
66.37245819,0,0,75.68042976,75.68046275,565.6149561,0,151.514733,2.409746607,45.5716393,31.2759,,0.867785,,FALSE,1650033898,34562721
38.02143401,145.1770052,77.84903053,48.04390171,145.1770052,386.1602927,26.2473066,290.3540105,12.63554243,45.41933852,43.828,,0.778448,,FALSE,1650033878,34562705
65.50080498,0.823956124,1000,62.14522027,134.9662776,948.3654561,56.7467101,269.9450088,1.003442344,12.67639577,27.8719,,0.875922,,FALSE,1650033840,34562679
28.0110876,122.5340777,417.1773747,122.5340777,122.5340777,720.8173804,19.93212595,245.0681554,2.568006884,77.27732072,31.2759,,0.889877,,FALSE,1650033792,34562665
39.82290639,99.55127587,99.03883994,53.02271395,121.9176993,391.4416797,27.3905104,249.468531,12.98109425,47.02656013,43.828,,0.756539,,FALSE,1650033736,34562648
41.36020957,11.4644188,796.5625605,85.21142746,99.77538479,684.4144711,22.7548719,199.5525628,12.33427493,37.42780393,43.828,,0.730652,,FALSE,1650033714,34562619
38.18446538,96.96773728,88.8954735,54.52403206,134.1228605,411.5861847,26.1487805,268.2459148,13.27274981,44.64612876,44.4677,,0.742383,,FALSE,1650033674,34562578
68.5329935,9.004809148,993.6768382,75.88001653,78.97378628,552.2160747,57.71692127,157.9636382,2.989785293,66.94037311,31.2759,,0.912945,,FALSE,1650033618,34562539
37.74198508,62.79392632,195.0966009,43.80983277,84.58100327,158.7753685,43.5154115,169.1707041,15.08666617,52.47509899,45.621,,0.663236,,FALSE,1650033559,34562513
42.42363781,93.18017592,77.06891245,47.50024617,95.99106736,107.1975753,47.48479504,191.9956076,13.89203368,48.69365945,44.4677,,0.734417,,FALSE,1650033539,34562488
43.1005613,93.77319167,139.8870587,49.35156982,121.6829118,140.7469069,47.56750029,243.3718581,12.51741173,49.10188035,43.828,,0.716702,,FALSE,1650033503,34562465
42.88356834,50.85099171,1000,118.1636967,142.8698301,659.3827406,33.45427036,285.7684943,1,53.8136711,22.1953,,0.923872,,FALSE,1650033462,34562439
32.79203376,9.136134575,994.6224116,87.68730639,11.62742452,315.2766925,18.49971684,175.402992,2.561871297,66.09713542,31.2759,,0.922816,,FALSE,1650033422,34562409
50.79502251,38.01616221,236.812368,43.28008939,71.51181753,1000,1.674293629,182.3039866,7.518963523,30.00007308,39.6458,,0.893439,,FALSE,1650033387,34562386
45.07917367,0,718.1626935,56.26298775,81.25866188,592.1476177,9.070905999,162.5330559,1.01320555,40.73225521,27.8719,,0.966972,,FALSE,1650033331,34562344
39.94535545,94.97151643,458.9426189,89.2435862,94.97151643,982.8625662,17.79963662,189.9430329,2.681688298,42.82306623,31.2759,,0.943228,,FALSE,1650033292,34562314
64.70539806,12.25987538,770.6069993,89.72898319,89.72897639,586.0441022,5.035488155,179.4579664,15.63518772,42.48129928,45.621,,0.590381,,FALSE,1650033253,34562277
68.62275832,49.29082965,1000,78.35401689,144.8981808,947.9227456,46.58033663,290.2377104,1,66.96184516,22.1953,,0.887628,,FALSE,1650033216,34562253
37.50214957,49.68945423,688.2539468,83.74548931,95.79073984,685.2874736,22.97207189,191.5814797,14.96017303,36.5178442,45.0635,,0.668406,,FALSE,1650033172,34562227
80.59394683,102.8848225,1000,155.947271,164.4425572,462.9728346,31.59037563,329.2188747,1,45.89263317,22.1953,,0.671002,,FALSE,1650033121,34562206
44.52242385,92.22299186,136.5104742,51.27534539,108.0433357,133.413232,46.87980756,216.0913516,13.37497398,48.57256201,44.4677,,0.716918,,FALSE,1650033085,34562181
70.00401756,41.40826481,0.161450917,92.75819874,61.6247191,251.0659986,92.75801093,185.5164993,13.93042714,24.21422826,44.4677,,0.555828,,FALSE,1650033052,34562159
54.51932958,62.6656421,82.8515327,59.82613316,62.66564371,111.3487791,47.526952,188.4402101,12.67144986,45.9459197,43.828,,0.754682,,FALSE,1650033014,34562128
47.58422091,0,902.4901302,175.5587163,0.629525347,1000,31.63029268,351.1309619,1,65.52090314,22.1953,,0.681852,,FALSE,1650032951,34562087
51.33803139,85.3084799,245.7318749,85.30691186,85.30858324,877.5407031,7.758390644,170.6172235,1.54922561,35.31292554,27.8719,,0.954822,,FALSE,1650032906,34562067
39.54723807,45.48901451,3.739604554,73.27920681,45.48901454,24.66051068,73.27920661,172.8339171,19.88006729,0.131160279,47.5501,,0.475961,,FALSE,1650032876,34562044
2.670368998,124.8723254,657.1513713,40.40500256,124.8724031,995.3597009,40.40476038,264.4559602,19.48757943,25.91624452,47.5501,,0.449457,,FALSE,1650032813,34562026
40.0124789,149.836893,618.7114207,40.97414497,149.836893,359.8627858,40.97414497,399.8381974,19.38160303,99.21030261,47.5501,,0.282011,,FALSE,1650032806,34561987
0,105.958278,996.7560977,110.0314031,109.5605509,637.7240741,20.38892643,220.0636543,17.89165462,94.12523845,46.639,,0.447028,,FALSE,1650032662,34561903
78.82294545,42.73480464,990.5947906,76.48417634,73.5112139,898.8437835,67.62207904,152.9721239,1,51.5315293,22.1953,,0.932729,,FALSE,1650032640,34561876
0,14.15794718,1000,200,128.0164946,0,48.20770145,400,17.44907137,100,46.639,,0.203672,,FALSE,1650032604,34561836
74.67568042,159.6839764,809.9480073,53.93997986,159.6853544,1000,53.16776629,323.4072166,20,71.88003737,47.5501,,0.345157,,FALSE,1650032415,34561717
47.45651179,22.16528223,997.1654435,126.6195568,155.4991016,1000,30.61580409,346.6265345,4.064442598,53.79112815,35.6175,,0.789112,,FALSE,1650032372,34561689
44.85158996,0,1000,56.11999002,199.3532139,203.0212409,39.53166715,399.1400908,1,47.61610433,22.1953,,0.757778,,FALSE,1650032303,34561631
69.92527548,36.7217955,1000,97.39051119,107.4236366,1000,27.98064458,216.4058895,1,37.84742234,22.1953,,0.957352,,FALSE,1650032266,34561601
50.54375941,37.46457675,1000,123.0608101,128.9163249,646.2180693,26.16962487,257.834423,5.13475734,28.11411663,37.1771,,0.853861,,FALSE,1650032225,34561583
49.48885966,7.276957704,1000,111.5272294,126.8356897,984.7835042,34.17435115,254.2603303,1,53.7948929,22.1953,,0.936904,,FALSE,1650032186,34561551
0,0,512.8678872,164.3959564,63.01443061,662.7181885,33.31221441,400,18.85835707,0,47.1065,,0.271829,,FALSE,1650032142,34561532
0,15.40357604,356.9845153,155.7958155,73.78724934,670.3011211,31.97371514,381.8539175,18.82299719,1.249711994,47.1065,,0.312275,,FALSE,1650032061,34561480
64.0877251,112.3551438,771.2733457,168.0017719,112.3628707,169.099791,65.93943845,399.1480181,18.00306231,99.78762493,47.1065,,0.309658,,FALSE,1650032004,34561434
44.39343821,28.42081032,999.3194473,114.283943,29.34755357,803.9284554,23.21735633,228.5862275,5.436038038,56.84530204,37.1771,,0.909321,,FALSE,1650031904,34561335
33.18825536,67.0960448,500.8660665,73.37187855,73.37187855,835.4359124,9.597148067,146.7437571,2.509059875,44.28217523,31.2759,,0.960719,,FALSE,1650031864,34561302
53.49924881,7.269412204,1000,66.68273133,30.42179781,1000,38.90629722,183.1796383,1.473217607,22.24075227,27.8719,,0.845498,,FALSE,1650031827,34561281
16.44459969,43.06717799,12.7860649,199.9193076,55.99870471,930.2571206,27.73245939,399.8400971,20,0,47.5501,,0.322887,,FALSE,1650031770,34561242
0,38.80755569,159.0590384,200,50.83690751,0,67.15640136,400,20,0,47.5501,,0.239297,,FALSE,1650031723,34561210
100,35.99540934,43.35331241,200,36.63444554,0,47.03432762,400,19.99948627,100,47.5501,,0.259541,,FALSE,1650031618,34561132
52.22725454,0,1000,108.0604546,90.19756512,1000,14.60150349,255.2400046,1.453476216,45.34670357,27.8719,,0.917902,,FALSE,1650031597,34561113
45.08680469,48.6372246,191.633512,105.6361399,105.6361149,953.9107892,11.96535633,211.2743954,2.80494735,71.95257217,31.2759,,0.912163,,FALSE,1650031497,34561040
51.8714614,81.60041513,930.8904349,98.38582105,81.60041616,823.4783352,16.73467251,196.7716431,1.004778224,44.07485505,27.8719,,0.957938,,FALSE,1650031460,34560992
100,33.03832194,803.3925815,159.4501871,36.94643821,0,32.90655298,400,20,0,47.5501,,0.233303,,FALSE,1650031417,34560973
0.126314101,95.52003579,587.2704665,28.76942894,151.4953847,985.1605409,28.76942894,394.9400152,19.61704063,99.23226168,47.5501,,0.214074,,FALSE,1650031259,34560888
55.56773354,121.2636135,579.4378032,173.0307008,121.263681,33.97837217,29.90668372,346.0760477,19.139125,34.99773146,47.5501,,0.504315,,FALSE,1650031150,34560826
0,53.97595249,714.3623511,171.9979615,58.53805415,674.2980988,39.22685522,400,20,68.9769084,47.5501,,0.271284,,FALSE,1650031017,34560741
34.46663251,16.15805574,1000,176.8268331,129.8230157,528.229717,35.57808628,353.6603333,2.110816025,70.30305397,31.2759,,0.591161,,FALSE,1650030953,34560734
37.75489115,45.34005881,344.1229981,154.6311338,45.34006082,254.3459778,48.50931191,381.9380806,19.95126164,47.18554396,47.5501,,0.354869,,FALSE,1650030917,34560723
100,88.94856418,630.5673264,144.4442652,88.9492172,1.942242879,44.65214989,334.3879368,18.46962856,0,47.1065,,0.206225,,FALSE,1650030833,34560701
78.06383639,0.892885647,1000,97.78413147,95.39561344,800.5741839,9.626831055,196.0551665,3.065821334,35.76358525,33.7152,,0.915878,,FALSE,1650030702,34560671
69.07615378,24.79443505,999.5103609,19.32234849,44.50464565,639.3247725,19.32234827,309.9044447,5.729349985,38.46152771,37.1771,,0.84257,,FALSE,1650030665,34560619
92.61235142,103.6921352,0,152.2019553,103.700323,4.18564252,37.60246223,311.5132024,20,100,47.5501,,0.261274,,FALSE,1650030545,34560601
82.62290939,37.61564907,268.4476092,66.91253585,37.6158173,5.55E-06,66.91253583,217.1211928,19.99972405,5.95E-07,47.5501,,0.236073,,FALSE,1650030493,34560596
35.5527282,50.45060856,319.2322565,110.8304168,50.45215143,745.7953858,19.93226689,221.6612646,1.741654323,65.83534617,27.8719,,0.934448,,FALSE,1650030442,34560570
67.08545293,7.787987415,807.4842331,121.089257,62.55276765,699.5656512,18.03665328,242.1785369,1.311331014,60.95385841,27.8719,,0.888228,,FALSE,1650030414,34560561
100,36.58944276,5.618476076,48.06963073,44.48884762,0,48.05898211,366.3475198,17.6842014,0,46.639,,0.301654,,FALSE,1650030379,34560558
39.77046567,16.98333942,993.593128,150.9321225,150.9321265,865.1805989,36.04947288,301.8642542,1.279754883,65.27949761,27.8719,,0.891431,,FALSE,1650030345,34560544
19.8691098,101.098557,438.9287641,60.22680213,101.1138937,2.793125915,50.38834099,325.0823347,18.4402664,100,47.1065,,0.327297,,FALSE,1650030307,34560535
0,128.6617084,997.6266714,29.68741111,128.823206,530.7626737,24.97277762,257.6640789,20,20.42328628,47.5501,,0.474325,,FALSE,1650030169,34560515
56.70023954,12.13434218,118.9629481,20.15187589,71.29074977,1000,0,248.7640054,5.222851669,62.50510297,37.1771,,0.810186,,FALSE,1650030132,34560508
45.11438926,58.9449974,427.6682927,58.94504196,58.94507823,625.6291032,4.602189631,117.8901707,4.496555601,26.4587255,35.6175,,0.938978,,FALSE,1650030038,34560493
57.96333934,28.7956005,648.2287661,101.5139145,134.2953771,1000,11.68833623,268.5908122,2.528711385,28.28079814,31.2759,,0.909426,,FALSE,1650030002,34560482
48.96078464,0,929.5772183,78.16772723,32.41391129,798.5622633,18.58593693,207.4381272,2.632777724,91.39960911,31.2759,,0.872576,,FALSE,1650029931,34560475
43.75108673,37.39282172,998.5557457,33.14331265,96.12866988,999.4000781,33.14331235,192.2573676,1.021390493,21.74971623,27.8719,,0.897978,,FALSE,1650029886,34560452
0,120.2665099,0,37.8700927,120.2928542,159.8535911,36.24986785,240.8845495,20,0,47.5501,,0.260755,,FALSE,1650029856,34560446
