parameter-bott,parameter-cbbotr,parameter-cbheight,parameter-cbotr,parameter-cbtopr,parameter-cheight,parameter-ctopr,parameter-pitch,parameter-silvert,parameter-topt,value-EMI_SE,value_stddev-EMI_SE,value-Transmission,value_stddev-Transmission,failed,created,id
18.05711962,18.86670682,811.5997671,173.4366495,60.99207395,219.4371889,114.4761588,347.762246,4.047968441,41.24824037,35.6175,,0.608173,,FALSE,1650089367,34577932
15.21211844,57.60762292,30.126107,77.69658903,77.29387352,635.9579974,64.80893995,170.9676771,18.84801879,56.9231731,47.1065,,0.495201,,FALSE,1650089332,34577931
22.66301603,13.31611889,968.6119258,45.17788103,66.82733312,799.2461095,22.92860668,146.047922,13.06848835,68.10594166,44.4677,,0.632286,,FALSE,1650089293,34577930
30.49173738,107.4359459,722.8964476,98.65615609,128.224919,121.6563829,25.05040255,287.6777732,2.631886848,73.37355778,31.2759,,0.833877,,FALSE,1650089256,34577924
14.02816127,82.52772889,825.6165685,55.56496318,93.05107418,173.7034293,24.40135835,196.3988983,14.14340285,81.8520347,45.0635,,0.49526,,FALSE,1650089126,34577908
6.119231914,60.90582888,781.086296,61.01798866,131.8878381,431.910781,2.006341139,313.5385695,18.0489434,4.416590587,47.1065,,0.314543,,FALSE,1650089101,34577902
87.92016539,43.74160091,43.97930246,98.60716161,99.37083921,750.8227775,71.00725223,399.3914485,8.986760856,92.88701962,40.6588,,0.405502,,FALSE,1650089035,34577897
33.20783106,20.23936019,381.5708808,143.6882338,153.1191591,522.3752314,100.2698079,348.8416636,18.02157335,54.85856251,47.1065,,0.35703,,FALSE,1650088814,34577868
67.35046509,118.3906611,198.2180151,73.04919764,125.3841418,255.5763122,42.14520062,287.8986861,15.47820955,92.96204784,45.621,,0.426767,,FALSE,1650088746,34577861
42.03130894,61.58461688,930.3774387,46.88977307,76.95154065,67.76993542,25.72103123,197.5584017,3.414599672,57.90062249,33.7152,,0.883639,,FALSE,1650088586,34577834
24.22356366,41.85263004,388.1111688,104.7450852,60.27247043,611.476302,47.18829312,219.9884844,12.56146044,31.1340011,43.828,,0.745578,,FALSE,1650088529,34577827
79.8699267,93.21390466,732.7213324,142.0463934,103.2183798,518.6836596,33.82004285,324.9250404,9.622468821,50.05070064,41.5659,,0.534219,,FALSE,1650088489,34577824
50.60392648,15.95863279,32.03438484,120.4222689,70.76772947,238.7354077,11.10984775,266.34506,12.87327655,14.32439389,43.828,,0.693888,,FALSE,1650088415,34577820
56.9543315,145.2642729,732.7873649,155.4481488,162.1914305,231.8771099,103.0658392,394.7020502,6.291835512,53.23332346,38.4989,,0.549031,,FALSE,1650088352,34577785
63.01717248,28.92411889,21.30347116,58.91405292,141.2688503,391.0330256,57.11788053,389.6422069,16.44491043,34.95919899,46.1449,,0.606044,,FALSE,1650088254,34577775
43.00644902,104.2675655,201.9951822,145.9474562,146.5787014,520.881512,46.36298807,374.2092779,2.786276737,86.31733165,31.2759,,0.794465,,FALSE,1650088122,34577746
6.138994334,0.437062639,94.30718354,143.804128,92.26774375,178.7636492,0.240546321,349.236191,15.46879432,99.17251005,45.621,,0.33283,,FALSE,1650088025,34577730
18.09361341,24.94557013,114.1453132,115.9542707,37.5450182,182.544957,100.687604,323.5243446,19.73024907,47.33837906,47.5501,,0.363406,,FALSE,1650087957,34577723
91.89201404,58.09173815,174.9026798,29.40233049,101.8947733,706.0999477,27.93065428,337.1381248,19.14360027,10.68902931,47.5501,,0.265636,,FALSE,1650087844,34577712
61.05711978,87.47177976,673.5432824,46.20970175,107.2999802,672.7552792,31.60845661,270.0888807,13.56647329,83.61806753,44.4677,,0.467847,,FALSE,1650087695,34577704
40.63115462,66.33080558,343.1018198,167.0915914,109.6940588,787.8411165,71.18016696,372.4980526,13.10579126,62.38737366,44.4677,,0.574461,,FALSE,1650087547,34577679
52.72017798,46.92740127,538.5496388,137.9461115,85.44208235,775.6767748,39.71082135,280.0698899,19.79712477,16.08951707,47.5501,,0.442314,,FALSE,1650087495,34577664
65.02161071,66.0399527,970.4845042,117.4315898,74.06851818,678.578874,70.5932648,329.4026174,9.955791842,97.54414441,41.5659,,0.561057,,FALSE,1650087452,34577663
89.1356248,40.09627253,249.5166655,48.62865322,104.4555614,251.4493181,26.21565927,222.5064811,14.74737219,13.80342719,45.0635,,0.570626,,FALSE,1650087286,34577621
49.66695898,129.0408032,436.206505,166.6769368,129.8429875,707.665903,101.5293385,384.5664973,10.93875165,78.06058596,42.3871,,0.53226,,FALSE,1650087246,34577612
66.60074703,98.23166987,171.5341158,141.9554423,114.8828939,411.7614031,64.12200645,392.4864907,1.138030329,28.25767838,27.8719,,0.815712,,FALSE,1650087165,34577593
55.17593988,32.31603165,266.8086076,179.5396188,78.77464289,130.8073297,61.04490878,392.106799,19.11009542,69.43327257,47.5501,,0.344354,,FALSE,1650087071,34577571
17.39083893,2.875935398,221.9873099,154.5599283,87.72576706,711.3251219,76.7705866,357.0399986,17.18536613,38.85973339,46.639,,0.38466,,FALSE,1650086980,34577565
30.22237242,8.860758423,451.4250542,106.4826696,83.9904937,265.9041958,90.87766023,365.6477759,17.95852152,60.86477155,46.639,,0.368159,,FALSE,1650086941,34577554
67.81786999,35.74597856,594.826214,183.1173811,35.84318102,500.4548022,38.69123153,370.1402504,17.43893417,25.14049915,46.639,,0.371305,,FALSE,1650086786,34577530
85.45555551,24.9231647,839.0919272,111.9041813,150.6903197,129.2103374,34.98000008,373.9638005,5.614818913,93.38148622,37.1771,,0.572189,,FALSE,1650086724,34577516
22.15418101,12.36164355,219.8431902,95.12130207,180.4065031,668.6233027,12.09091744,383.3674116,12.31286561,19.29225551,43.828,,0.422141,,FALSE,1650086603,34577495
32.96174615,25.33904336,762.0917265,13.99916907,43.59861051,668.7102008,3.984771843,331.9672912,6.265661011,57.02180063,38.4989,,0.831767,,FALSE,1650086564,34577470
73.24637694,38.37352821,123.8827208,49.90100177,51.13472151,402.3098882,19.17653654,312.9498457,12.89998476,73.47861115,43.828,,0.499392,,FALSE,1650086457,34577454
27.27401969,20.68702618,825.9885385,33.53536142,107.213584,149.0852636,12.74162711,328.7258168,4.468337089,32.73115507,35.6175,,0.776303,,FALSE,1650086301,34577421
83.72010681,72.18573941,761.9640235,115.6443623,136.6327651,681.7198887,34.01568497,279.7201831,2.043684231,77.21792222,31.2759,,0.792178,,FALSE,1650086206,34577396
68.45662847,153.0300997,719.7089938,120.1238404,189.7382064,880.2430693,78.07097354,384.2548193,6.690772732,8.344366579,38.4989,,0.691659,,FALSE,1650086171,34577391
91.17100568,63.25755943,156.5772204,130.4912926,132.1288603,311.3962769,25.28146106,397.5995222,1.78142256,41.74054939,27.8719,,0.628444,,FALSE,1650086113,34577376
16.46624788,20.1858374,632.9529487,150.4449298,89.83418504,481.9125226,20.78659151,391.1541999,8.827660949,34.50529894,40.6588,,0.538295,,FALSE,1650086008,34577356
64.00190754,30.80691046,446.6796681,105.3087861,95.67729627,608.2907597,104.8432828,384.8529015,18.21014144,40.53566552,47.1065,,0.382833,,FALSE,1650085934,34577352
24.44959297,112.7971027,672.5889173,110.4987079,158.9917543,956.2615092,63.87950695,321.6911522,12.25743446,92.27692556,43.828,,0.512181,,FALSE,1650085758,34577313
18.66111454,102.2974119,562.5819959,84.9755697,197.7865685,205.2747384,41.00287319,395.8540119,3.505180215,42.84534118,33.7152,,0.781225,,FALSE,1650085702,34577306
11.45213869,13.38465325,195.8914223,58.3115027,33.73730184,820.4481367,27.39047648,333.364875,11.82473998,73.22828819,43.1374,,0.516697,,FALSE,1650085675,34577294
98.60518594,5.649418807,701.5875927,17.50278581,11.54871543,378.1744055,3.415652237,321.0258111,9.633049184,84.42341928,41.5659,,0.442644,,FALSE,1650085541,34577257
32.64842351,102.2362914,2.77112214,39.50133799,113.7986536,938.6912204,21.34856263,255.7569523,3.114686096,59.9685841,33.7152,,0.826663,,FALSE,1650085386,34577212
4.679197724,90.87580771,257.5790386,115.8658366,100.5011985,970.7648957,24.44191994,259.6406412,16.82907101,11.46686189,46.1449,,0.372488,,FALSE,1650085297,34577196
80.41093775,9.022943543,157.4240959,112.9139194,99.74305598,291.0760124,88.27103966,273.2353103,1.42026322,44.80625644,27.8719,,0.843199,,FALSE,1650085188,34577162
71.8402435,33.80942455,316.0599246,147.1572046,189.076734,204.4111444,136.794158,392.9574705,12.91398739,80.48899885,43.828,,0.516806,,FALSE,1650085085,34577148
50.94080404,20.33290422,961.0751779,163.4263698,88.94124033,15.64614168,36.92888392,352.3246651,2.25460159,4.0892596,31.2759,,0.612045,,FALSE,1650085039,34577147
3.137942089,50.04305263,234.3387985,89.86584073,105.8362392,977.2009259,14.56440781,339.1635244,19.55393595,60.19097671,47.5501,,0.304219,,FALSE,1650084895,34577135
29.01854238,2.693133352,920.5777968,118.714367,8.872642374,553.196005,66.2402851,237.8051058,15.40035529,13.00692891,45.621,,0.665789,,FALSE,1650084791,34577129
50.95217512,53.00511739,576.1185446,143.5070269,132.3719322,30.92920567,125.3927471,308.0241533,7.655506177,91.23287537,39.6458,,0.591651,,FALSE,1650084752,34577120
10.88126985,30.53204616,763.5384174,85.6709193,89.04166017,986.8319595,37.56952255,347.7748048,13.29792139,16.51597159,44.4677,,0.47648,,FALSE,1650084625,34577089
65.14815403,83.99483615,925.0468603,49.76507065,109.1645524,716.6134491,8.460996913,267.7913993,13.32864806,73.56982176,44.4677,,0.496032,,FALSE,1650084499,34577078
15.52393959,6.947288551,42.10785878,120.1478956,51.38756787,631.1164852,106.7250031,377.722627,7.887905595,29.14920527,39.6458,,0.658011,,FALSE,1650084373,34577054
77.03782686,11.82456096,976.4603543,168.4967208,132.3664354,352.6377109,8.37365623,399.11374,2.983548553,22.74286918,31.2759,,0.701684,,FALSE,1650084237,34577036
56.295289,107.6037085,462.1691786,136.5340934,142.5707787,399.8462,27.39821544,340.9604362,18.88963125,45.29597642,47.1065,,0.377244,,FALSE,1650084144,34577021
17.68184974,106.1570688,572.5916712,111.29561,173.5332519,268.4348855,43.22655051,364.7258576,18.3891505,93.0343737,47.1065,,0.305865,,FALSE,1650084079,34577012
94.88773633,133.0620516,931.9706761,187.1816308,181.6369271,612.0087768,181.9501168,391.6536189,5.607743012,99.47069763,37.1771,,0.488014,,FALSE,1650084019,34577002
81.13383416,16.97779001,86.12962994,96.83169268,24.60285097,264.8314563,59.71101537,277.61817,19.87643694,12.13479445,47.5501,,0.255227,,FALSE,1650083968,34577000
17.65379521,40.16955767,835.433773,142.9566048,148.8797168,563.8144955,31.12485674,337.0574676,10.76514996,86.55275909,42.3871,,0.571652,,FALSE,1650083870,34576992
7.817257376,56.76904803,307.9561375,46.94846489,130.9297311,860.9947395,24.42937656,270.5871623,13.16068142,74.72140001,44.4677,,0.468654,,FALSE,1650083790,34576984
24.4272811,33.75706791,26.27681608,132.156899,123.4998577,587.345171,39.32008605,330.8815733,1.162304404,46.29500329,27.8719,,0.748911,,FALSE,1650083753,34576981
10.49565021,71.25141593,339.9695355,87.92829326,89.00255432,986.946049,10.3558069,314.8109179,11.80795751,25.17066653,43.1374,,0.594908,,FALSE,1650083613,34576961
2.206512638,165.7860631,944.9850192,150.7673243,165.8665992,158.4743565,58.65961546,356.2487105,6.551713581,23.67187198,38.4989,,0.657978,,FALSE,1650083507,34576948
97.17406135,74.62335117,675.5097103,161.8428861,91.12940979,544.5810284,19.43104768,377.7961692,2.907654312,7.416957477,31.2759,,0.651579,,FALSE,1650083462,34576937
40.81403668,79.41442368,410.3268562,123.5161695,164.9317437,955.8202471,3.155924678,354.5618996,19.06184693,86.85808593,47.5501,,0.381987,,FALSE,1650083395,34576921
89.34274385,47.99604091,197.1616355,107.2593878,128.8438851,65.64743414,75.61563214,398.1446049,10.13066843,27.27672302,42.3871,,0.531617,,FALSE,1650083343,34576907
79.37325542,23.79350953,365.3158231,48.613903,64.23490282,42.02755343,47.15805033,209.1878984,15.10267385,45.27923695,45.621,,0.60012,,FALSE,1650083177,34576896
7.79783183,51.33906709,798.7061799,134.1086756,94.64218888,446.7471347,63.26761701,272.1935994,3.552872073,9.064345377,33.7152,,0.859952,,FALSE,1650083107,34576893
40.14514313,27.07894199,428.4401103,151.868732,36.85266836,723.7087555,91.64324233,356.8513228,11.17635897,83.46230169,43.1374,,0.576272,,FALSE,1650083075,34576889
33.97616692,25.105325,835.0735979,28.20594029,76.29661002,415.1468349,2.61714291,352.8943817,1.383157203,70.05993455,27.8719,,0.787305,,FALSE,1650083000,34576875
69.42319315,79.40334179,802.8765177,99.42857386,105.4756872,332.0771211,10.64702489,307.1956894,5.533241757,35.6447596,37.1771,,0.797807,,FALSE,1650082859,34576814
98.02462554,47.66466159,698.5322186,82.16009715,52.62034869,520.9202376,23.72316671,347.1059858,13.83045606,90.91128512,44.4677,,0.343978,,FALSE,1650082735,34576808
52.85499535,103.1321469,253.9279077,178.2647116,122.2227371,402.036432,77.93505634,390.6408602,14.24087522,25.74283867,45.0635,,0.48667,,FALSE,1650082553,34576795
72.31619533,24.83403772,547.716407,185.4871789,118.5689433,340.5552765,49.01024011,396.6782683,10.87130309,51.28839263,42.3871,,0.501282,,FALSE,1650082488,34576785
17.12360573,110.4154848,84.77388355,147.2570469,128.4146806,80.31415199,136.340961,360.393713,6.656123816,43.52105843,38.4989,,0.660575,,FALSE,1650082440,34576778
25.38055363,0.524448791,750.1858601,150.4810261,66.67948555,606.8987249,131.5874062,326.6710794,17.52702796,38.38726932,46.639,,0.385005,,FALSE,1650082366,34576764
34.84487681,29.13627381,724.6281757,122.123933,54.18986234,649.6250508,119.7255875,389.0175114,17.22944698,5.000475736,46.639,,0.410395,,FALSE,1650082314,34576754
64.57797632,12.51904456,541.3536151,120.1184119,115.6510778,770.1700989,90.9876816,285.9925763,19.57179314,50.78204472,47.5501,,0.372797,,FALSE,1650082175,34576730
34.09472259,20.21941128,870.0378925,117.6789483,142.7020254,158.0259495,38.03420358,380.4324182,12.58711159,62.31684121,43.828,,0.454941,,FALSE,1650082052,34576720
48.82177506,7.233558016,739.2185717,156.3967708,38.73753511,424.4596091,118.7712175,397.5550257,12.70407078,30.62632349,43.828,,0.611099,,FALSE,1650081934,34576705
66.7401352,28.70614332,164.3429866,98.08896046,150.4700113,648.7083875,87.71420372,362.5739661,2.494189333,45.85958258,31.2759,,0.694521,,FALSE,1650081884,34576688
86.7042982,34.26613062,928.7740043,165.0007366,37.59738216,804.5960801,49.43658031,387.5043174,7.29763678,89.64016717,39.6458,,0.497037,,FALSE,1650081812,34576654
96.54150251,85.40581849,660.6773255,118.6893142,111.081202,905.1805554,71.97299107,254.9625342,17.94927021,60.79102416,46.639,,0.412232,,FALSE,1650081734,34576649
74.32613994,8.573635003,225.0510628,125.7304857,34.48272158,42.41416526,64.51323062,333.4526061,5.0250655,27.19722294,37.1771,,0.776222,,FALSE,1650081688,34576644
36.08471906,8.021264086,384.9073831,154.1435727,169.2837741,268.5079199,110.979815,380.0486763,6.007360782,5.255128911,38.4989,,0.565126,,FALSE,1650081573,34576637
69.68521221,0.183836025,694.5347942,110.0279937,14.86299508,466.1968617,53.44998436,308.8952894,13.55244669,65.34560563,44.4677,,0.506251,,FALSE,1650081508,34576615
8.035237906,84.74402708,746.7382153,100.0389392,109.8840578,598.740977,54.20555176,327.408614,14.36089216,87.64218668,45.0635,,0.426918,,FALSE,1650081342,34576576
48.1142448,149.7865957,833.744903,167.965123,165.8283887,976.5583572,124.5283546,371.1270306,6.447255037,60.93111741,38.4989,,0.56777,,FALSE,1650081226,34576543
74.76598755,16.55917363,265.0626669,142.4331887,87.06028092,556.7094657,70.77384124,290.4830506,11.40381805,30.50743232,43.1374,,0.58215,,FALSE,1650081133,34576528
79.98659249,68.16594783,4.772252403,35.48565552,115.1914375,456.8668626,29.69427083,301.562705,2.529092846,79.14031946,31.2759,,0.708346,,FALSE,1650081094,34576514
84.89424666,27.8789107,987.0333262,152.2554648,168.3175093,508.2467715,124.2623586,395.0662869,11.73139771,58.31552203,43.1374,,0.487927,,FALSE,1650080941,34576491
15.18566873,96.45920185,845.1367969,115.4248778,130.0604227,131.5319156,28.9674495,325.4407509,6.714258806,75.150313,38.4989,,0.651868,,FALSE,1650080844,34576461
20.75204236,23.71016036,440.4320927,157.748233,120.684161,81.76959861,123.6887467,350.5502235,3.261935122,98.03203362,33.7152,,0.633046,,FALSE,1650080715,34576396
44.07895577,127.0919596,668.4879213,69.57888214,132.8965796,325.7469781,6.542715911,291.9989865,16.79837846,45.60147461,46.1449,,0.539668,,FALSE,1650080648,34576371
1.476660873,48.46259052,429.0293786,77.44124003,96.9110729,770.9451201,64.09352891,228.219508,14.54119036,44.72952419,45.0635,,0.530453,,FALSE,1650080605,34576335
66.20860961,79.10596601,731.5695963,100.9651834,101.1600387,443.2974696,65.09858291,299.7752023,4.689931915,53.73770954,35.6175,,0.76782,,FALSE,1650080528,34576310
9.559423917,8.941828029,880.7419905,50.71628613,37.67703471,341.8797914,45.55548939,300.2755915,8.599322666,62.97404706,40.6588,,0.60536,,FALSE,1650080382,34576256
61.53617962,5.021182985,20.02496594,15.80557486,49.88089133,96.2204453,10.96972188,353.5975999,14.96480173,61.70841803,45.0635,,0.628674,,FALSE,1650080292,34576226
9.882548001,118.0038519,455.7186922,192.5057468,135.6530136,179.5954393,174.8061795,399.5557834,7.393106096,75.43489684,39.6458,,0.671055,,FALSE,1650080143,34576164
46.18921538,11.56132202,811.7669916,107.0780513,91.48415418,103.3196921,105.1688629,266.6795625,8.390531631,25.98987609,40.6588,,0.724668,,FALSE,1650080097,34576153
29.56328948,11.28269439,273.332863,100.2503188,58.70915757,522.3295744,7.323306649,341.9478334,5.229824587,58.37595147,37.1771,,0.701253,,FALSE,1650080010,34576136
15.31111361,50.28818376,333.1881134,178.909517,134.7528434,506.716657,49.34649576,372.6987302,2.919376531,72.28724112,31.2759,,0.709328,,FALSE,1650079887,34576092
4.924771287,17.08345964,446.2548243,131.0753707,68.70724308,76.81414913,78.73903284,271.4384095,3.077945649,71.41178249,33.7152,,0.703225,,FALSE,1650079818,34576079
15.00208114,81.63804065,277.2702141,61.53253474,124.387705,449.7851595,48.08693318,382.9810029,15.07771549,64.81908831,45.621,,0.367537,,FALSE,1650079802,34576059
64.5214061,3.460361966,70.54857059,88.28682572,162.668516,173.6225726,32.05374196,394.7461977,1.570171235,29.37900937,27.8719,,0.782992,,FALSE,1650079641,34576048
51.29883422,41.47616837,100.0908698,140.2668078,66.19701378,217.9604144,50.46736526,298.5007837,12.7340114,79.27314363,43.828,,0.584271,,FALSE,1650079559,34576035
37.93543047,64.13879312,307.7016548,68.56700091,137.0207993,591.8707654,4.782110453,348.5837211,11.40761555,64.22199795,43.1374,,0.475739,,FALSE,1650079516,34576033
3.249623517,55.14292114,170.5946059,102.0945663,150.7365058,723.4191921,43.62568324,308.0101092,4.994607377,77.4961446,35.6175,,0.795471,,FALSE,1650079445,34576013
54.09179823,24.42128029,3.600388248,64.95403505,43.84574814,252.9346448,8.921194284,176.7378801,4.978368951,44.72582362,35.6175,,0.894347,,FALSE,1650079369,34576011
81.36668558,54.66064618,983.3111628,92.03141874,126.7397971,556.8776398,65.50039636,395.3721368,19.74529834,84.09703083,47.5501,,0.299282,,FALSE,1650079354,34575993
35.8929749,13.07155495,194.8164354,69.97990167,25.43518141,657.2093464,33.61895684,345.4659341,18.65714197,94.71015198,47.1065,,0.438568,,FALSE,1650079129,34575974
29.75707344,74.5141791,907.6521952,138.2120749,95.7333598,307.1659963,104.7597072,322.8373405,18.98586877,9.48228027,47.1065,,0.308349,,FALSE,1650078977,34575940
10.92836846,2.43814707,862.6984995,193.2071378,46.53604204,666.5506761,177.1730517,395.3143523,6.735413102,78.48305865,38.4989,,0.592434,,FALSE,1650078928,34575929
48.165047,33.68193605,940.1777998,83.77304188,159.5793597,123.6659846,18.49872005,319.3639492,8.522104502,95.40129344,40.6588,,0.557067,,FALSE,1650078882,34575921
61.12987205,23.98154478,102.0312367,127.9843138,184.5557565,554.9579216,126.047893,382.854996,9.057374749,80.9388553,41.5659,,0.467127,,FALSE,1650078840,34575919
11.52209515,25.54331929,497.4298304,71.11184532,77.79836558,970.1225583,37.83198843,359.6751986,12.28956801,25.05606507,43.828,,0.614585,,FALSE,1650078794,34575913
38.51135403,13.78160221,633.7890685,108.565579,189.6944169,419.6678483,80.25713481,394.6548348,18.00971283,7.985322331,47.1065,,0.318613,,FALSE,1650078674,34575886
89.34880283,165.7898494,643.806807,150.5176089,175.6043153,509.260066,23.01565453,376.9468239,3.814692168,44.86810529,33.7152,,0.703578,,FALSE,1650078629,34575884
72.38875763,56.70196981,895.223565,39.16967908,124.3948388,363.8909545,6.911009573,296.3745002,6.939592484,86.46327826,38.4989,,0.628197,,FALSE,1650078574,34575875
57.10699115,68.68072979,833.8596795,141.161877,140.1107093,764.7638386,128.3016959,341.5515892,10.84142086,46.24838481,42.3871,,0.525294,,FALSE,1650078430,34575873
5.231063618,132.0274107,834.734141,56.25297176,132.0724681,628.2482856,19.30516457,309.3924743,14.3281996,7.75076405,45.0635,,0.486808,,FALSE,1650078352,34575868
44.08700824,29.79709499,413.0293419,92.91562383,35.06205784,487.150372,71.66837679,236.6949613,17.56806012,34.28920859,46.639,,0.648649,,FALSE,1650078285,34575843
54.81417894,40.73213619,888.8330092,135.2652857,156.6132146,566.7367886,129.6426543,380.0859097,2.123334197,5.043557736,31.2759,,0.663498,,FALSE,1650078199,34575841
76.93623037,1.949918265,649.5633577,91.27854935,94.02326502,961.8980827,31.92338059,320.8807344,5.452628338,49.68223275,37.1771,,0.780873,,FALSE,1650078122,34575813
53.44767671,46.3155654,73.97739006,129.8682364,185.718394,133.2696328,85.11051937,377.3623649,18.25323084,59.52141719,47.1065,,0.364924,,FALSE,1650077961,34575788
25.65585368,9.590928683,137.5940394,182.6785734,36.49782448,189.0446175,167.8966772,393.99774,2.717319402,44.29207418,31.2759,,0.657521,,FALSE,1650077936,34575786
67.39987852,91.95740856,744.334316,99.1135119,144.8193199,210.2210744,93.0179455,328.7305851,8.384608676,65.65380824,40.6588,,0.643307,,FALSE,1650077844,34575781
80.47703589,50.28423439,914.1346851,156.0730285,118.2329946,637.6338823,20.96632271,319.9627078,4.025799923,23.88951787,35.6175,,0.705507,,FALSE,1650077793,34575704
72.16612001,78.31440226,837.0021798,126.4380791,172.2485917,94.65367388,17.4068703,392.4260423,8.698654853,5.150267386,40.6588,,0.558862,,FALSE,1650077758,34575660
