4.040610719,0.754330189
4.04264626,0.788283019
4.044164291,0.813603774
4.080459029,0.687
4.08197706,0.712320755
4.083495091,0.737641509
4.100814443,0.660528302
4.121169857,0.634056604
4.132095079,0.572289308
4.141180263,0.601830189
4.144921673,0.054236897
4.152082485,0.417679245
4.153600516,0.443
4.154083526,0.085056604
4.155118547,0.468320755
4.155601556,0.110377358
4.156636578,0.493641509
4.157119587,0.135698113
4.158154608,0.518962264
4.158637618,0.161018868
4.159672639,0.544283019
4.160155649,0.186339623
4.16167368,0.211660377
4.163191711,0.236981132
4.164709742,0.262301887
4.166227772,0.287622642
4.167745803,0.312943396
4.169263834,0.338264151
4.170781865,0.363584906
4.172258495,0.388215094
4.172782906,0.030962264
4.192965816,0.001613208
4.280425094,0
4.368229379,0
4.449547532,0.011396226
4.458517714,0.039018868
4.460035745,0.064339623
4.469286533,0.096642767
4.515167866,0.129943396
4.526829103,0.08045283
4.531866205,0.164471698
4.533384236,0.189792453
4.534902267,0.215113208
4.536420298,0.240433962
4.537938329,0.265754717
4.560984797,0.284169811
4.562364825,0.307188679
4.571519011,0.337880503
4.574647075,0.390056604
4.591345414,0.424584906
4.592863445,0.44990566
4.594381476,0.475226415
4.595899507,0.50054717
4.597417538,0.525867925
4.598935569,0.551188679
4.623914076,0.601830189
4.625432107,0.627150943
4.626950138,0.652471698
4.629342187,0.570371069
4.671870051,0.669735849
4.673388082,0.695056604
4.674906113,0.720377358
4.684083299,0.75145283
4.693582492,0.421899371
4.702713678,0.452207547
4.704231709,0.477528302
4.70574974,0.502849057
4.707267771,0.528169811
4.708785802,0.553490566
4.710303832,0.578811321
4.711821863,0.604132075
4.72102205,0.635591195
4.742699991,0.387179245
4.774797143,0.312559748
4.777511199,0.601830189
4.779029229,0.627150943
4.78841342,0.417679245
4.789931451,0.443
4.791449482,0.468320755
4.791541484,0.347855346
4.792967513,0.493641509
4.794485544,0.518962264
4.796003574,0.544283019
4.797521605,0.569603774
4.811873897,0.199
4.820913081,0.227773585
4.822431112,0.25309434
4.831654299,0.284937107
4.837726423,0.386220126
4.870456088,0.322150943
4.876528211,0.423433962
4.878046242,0.448754717
4.879564273,0.474075472
4.879771277,0.355528302
4.881082304,0.499396226
4.882600335,0.524716981
4.884118366,0.550037736
4.893433555,0.583415094
4.897435636,0.162169811
4.906681824,0.194396226
4.908199855,0.219716981
4.909717886,0.245037736
4.911235917,0.270358491
4.912753948,0.295679245
4.918826071,0.396962264
4.932488349,0.624849057
4.93400638,0.650169811
4.935524411,0.675490566
4.937042442,0.700811321
4.938560472,0.726132075
4.940078503,0.75145283
4.941355029,0.040745283
4.942838559,0.065490566
4.94435659,0.090811321
4.945874621,0.116132075
4.95516681,0.149125786
4.958018868,0.318698113
4.959536899,0.344018868
4.964090991,0.419981132
4.965609022,0.445301887
4.967127053,0.470622642
4.968645084,0.495943396
4.968829088,0.377012579
4.970163115,0.521264151
4.971681146,0.546584906
4.973199177,0.57190566
4.982491365,0.604899371
4.984032397,0.020603774
4.993692593,0.181735849
4.995210624,0.207056604
4.996728655,0.232377358
4.998246686,0.257698113
4.999557712,0.645566038
5.007423872,0.288773585
5.030953351,0.071245283
5.032471381,0.096566038
5.033989412,0.121886792
5.036312459,0.03863522
5.043304602,0.155264151
5.046133659,0.32445283
5.04765169,0.349773585
5.049169721,0.37509434
5.050687752,0.400415094
5.052205783,0.425735849
5.053723813,0.451056604
5.055241844,0.476377358
5.056759875,0.501698113
5.058277906,0.527018868
5.059795937,0.552339623
5.061313968,0.577660377
5.062831999,0.602981132
5.082152391,0.193245283
5.083670422,0.218566038
5.085188453,0.243886792
5.086706484,0.269207547
5.088224515,0.294528302
5.107498907,0.006025157
5.11651509,0.034415094
5.118033121,0.059735849
5.119551152,0.085056604
5.121069182,0.110377358
5.122587213,0.135698113
5.131856402,0.168308176
5.170750192,0.207056604
5.172268223,0.232377358
5.173786254,0.257698113
5.189587575,0.155264151
5.191105606,0.180584906
5.196073707,0.01945283
5.205319895,0.051679245
5.206837926,0.077
5.208355957,0.102320755
5.209873988,0.127641509
5.254034885,0.010245283
5.274045292,0.100018868
5.275563323,0.125339623
5.292675671,0.044773585
5.294193702,0.07009434
5.326923367,0.006025157
5.421604792,0
5.509202072,0
5.596971856,0
5.684741641,0
5.772511425,0
5.860281209,0
5.948050993,0
6.035820777,0
6.123590562,0
6.211360346,0
6.29913013,0
6.386899914,0
6.474669698,0
6.562439482,0
6.650209267,0
6.737979051,0
6.825748835,0
6.913518619,0
7.001288403,0
7.089058187,0
7.176862472,0
7.264632256,0
7.352816049,0.003915094
7.440516832,0.002764151
7.449383512,0.028660377
7.487817293,0.059735849
7.489335324,0.085056604
7.498558512,0.116899371
7.529787396,0.02779717
7.537222298,0.151811321
7.557439709,0.123037736
7.57227501,0.004490566
7.575863083,0.064339623
7.577381114,0.089660377
7.624601074,0.023289308
7.663080856,0.055132075
7.672396045,0.088509434
7.704826705,0.01945283
7.71835098,0.123037736
7.750574635,0.050528302
7.759797822,0.082371069
7.764351915,0.158333333
7.792458486,0.017150943
7.802808696,0.189792453
7.80593676,0.119968553
7.812008883,0.221251572
7.828891227,0.258849057
7.830409257,0.284169811
7.838275417,0.049377358
7.847475604,0.080836478
7.852029697,0.156798742
7.88021102,0.016863208
7.893844547,0.12227044
7.926114203,0.050528302
7.932186326,0.151811321
7.935245389,0.080836478
7.941303712,0.181889308
7.946055608,0.017150943
7.979866296,0.215113208
7.981384327,0.240433962
7.981660332,0.123037736
7.982902357,0.265754717
7.984420388,0.291075472
7.985938419,0.316396226
7.98745645,0.341716981
7.988974481,0.367037736
7.990492512,0.392358491
7.992010543,0.417679245
8.001302731,0.450672956
8.019956111,0.151811321
8.029087296,0.182119497
8.03765497,0.081028302
8.039690512,0.480981132
8.039759513,0.116132075
8.045831637,0.217415094
8.047349667,0.242735849
8.048821697,0.511289308
8.048867698,0.268056604
8.050385729,0.293377358
8.05190376,0.318698113
8.053421791,0.344018868
8.054939822,0.369339623
8.056457853,0.394660377
8.057975883,0.419981132
8.087508484,0.546584906
8.088405502,0.43954717
8.089026515,0.57190566
8.126839283,0.470622642
8.128357314,0.495943396
8.129875345,0.521264151
8.134429438,0.597226415
8.135947468,0.62254717
8.137465499,0.647867925
8.13898353,0.673188679
8.140501561,0.698509434
8.142019592,0.723830189
8.143215616,0.133779874
8.143537623,0.749150943
8.145055654,0.774471698
8.146573684,0.799792453
8.148091715,0.825113208
